Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-03 07:00:00,244.25,258.75,53.78,61.55,76.50,40.28,31.62,2.15,3.75,6.10,94.07,NA,NA,NA,NA,12.15,98.43,0.65,91.55,0.00,0.00,4.88,993.52,NA
2021-01-03 08:00:00,245.00,246.00,48.65,62.92,73.10,44.18,27.30,1.55,12.05,5.32,85.88,NA,NA,NA,NA,13.48,99.30,0.68,75.32,0.00,0.00,37.95,994.22,NA
2021-01-03 09:00:00,NA,NA,44.90,69.22,73.30,42.35,38.35,1.50,10.90,4.35,77.28,NA,NA,NA,NA,14.55,96.28,0.82,91.45,0.00,0.00,38.78,994.10,NA
2021-01-03 10:00:00,NA,NA,44.48,61.55,68.93,43.12,38.17,1.52,10.00,4.20,68.05,NA,NA,NA,NA,14.48,97.55,1.12,77.90,0.00,0.00,33.58,994.25,NA
2021-01-03 11:00:00,NA,NA,42.98,65.75,70.05,42.58,53.12,1.27,12.20,3.72,70.22,NA,NA,NA,NA,15.02,98.28,0.72,127.88,0.00,0.00,86.00,993.95,NA
2021-01-03 12:00:00,NA,NA,44.50,64.38,70.55,42.78,44.05,1.08,11.78,3.78,68.55,NA,NA,NA,NA,15.02,98.22,0.92,110.75,0.00,0.00,34.58,993.10,NA
2021-01-03 13:00:00,NA,NA,41.52,69.88,70.82,42.42,34.58,1.08,13.90,3.38,54.35,NA,NA,NA,NA,15.65,98.43,0.75,84.43,0.00,0.00,77.12,992.28,NA
2021-01-03 14:00:00,NA,NA,41.18,63.42,67.32,41.92,39.42,1.05,12.25,3.15,60.47,NA,NA,NA,NA,16.50,96.48,0.88,81.65,0.00,0.00,96.57,991.75,NA
2021-01-03 15:00:00,NA,NA,38.90,63.20,65.38,41.18,30.83,1.12,12.10,2.55,53.15,NA,NA,NA,NA,16.85,93.45,0.85,74.28,0.00,0.00,75.95,991.15,NA
2021-01-03 16:00:00,48.00,NA,36.05,60.40,61.60,40.33,34.17,1.10,10.90,2.68,49.10,NA,NA,NA,NA,16.80,89.98,0.85,80.00,0.00,0.00,53.70,991.52,NA
2021-01-03 17:00:00,50.00,58.00,40.02,57.78,63.40,38.98,33.35,1.25,8.95,2.80,54.80,NA,NA,NA,NA,16.45,91.98,0.92,69.95,0.00,0.00,8.52,991.50,NA
2021-01-03 18:00:00,56.00,58.00,41.58,58.02,64.75,38.17,51.25,1.23,10.82,3.08,64.38,NA,NA,NA,NA,15.92,95.00,1.02,95.25,0.00,0.00,4.40,991.82,NA
2021-01-03 19:00:00,NA,NA,44.40,61.10,68.65,37.30,38.60,1.45,4.62,3.12,61.98,NA,NA,NA,NA,15.38,97.85,1.48,125.57,0.00,0.00,4.40,992.35,NA
2021-01-03 20:00:00,NA,NA,46.90,52.62,66.18,35.65,20.45,1.25,6.45,3.00,51.62,NA,NA,NA,NA,15.18,99.30,1.00,117.57,0.00,0.00,4.43,992.58,NA
2021-01-03 21:00:00,59.00,61.00,47.85,53.00,67.15,34.33,17.88,1.25,5.03,2.78,41.98,NA,NA,NA,NA,14.92,99.30,0.30,143.88,0.00,0.00,4.40,992.90,NA
2021-01-03 22:00:00,59.00,61.00,47.98,51.80,66.72,33.05,16.68,1.25,3.25,2.50,37.05,NA,NA,NA,NA,14.60,99.30,0.30,142.68,0.00,0.00,4.38,992.98,NA
2021-01-03 23:00:00,48.00,NA,48.53,52.68,67.55,32.42,15.78,1.20,3.62,2.33,33.67,NA,NA,NA,NA,14.68,99.30,1.48,116.72,0.00,0.00,4.32,992.62,NA
2021-01-04 00:00:00,50.00,59.00,50.08,48.68,66.68,31.30,15.92,1.05,2.10,2.28,32.58,NA,NA,NA,NA,14.18,99.30,1.58,143.12,0.00,0.00,4.35,992.47,NA
2021-01-04 01:00:00,56.00,59.00,51.12,45.45,65.75,31.60,16.27,1.62,3.10,2.45,47.65,NA,NA,NA,NA,14.20,99.25,1.60,132.78,0.00,0.00,4.30,992.48,NA
2021-01-04 02:00:00,141.00,152.00,61.75,46.05,74.80,30.45,22.20,2.15,2.95,3.30,52.65,NA,NA,NA,NA,13.75,99.22,1.58,237.85,0.00,0.00,4.25,992.68,NA
2021-01-04 03:00:00,161.50,177.50,67.08,45.18,78.80,27.92,18.88,1.40,2.15,5.35,54.75,NA,NA,NA,NA,13.75,99.28,1.35,128.22,0.00,0.00,4.30,992.95,NA
2021-01-04 04:00:00,223.00,254.00,63.55,48.80,77.80,26.05,16.95,1.00,2.10,3.98,49.55,NA,NA,NA,NA,13.42,99.30,0.30,35.92,0.00,0.00,4.30,993.22,NA
2021-01-04 05:00:00,55.00,57.00,60.00,46.30,73.57,22.48,16.17,1.05,1.60,3.38,40.15,NA,NA,NA,NA,12.72,99.22,0.30,45.45,0.00,0.00,4.30,993.65,NA
2021-01-04 06:00:00,58.00,62.50,65.90,47.00,78.80,21.95,17.85,1.38,1.42,3.20,39.05,NA,NA,NA,NA,12.72,99.25,0.30,54.35,0.00,0.00,4.60,994.02,NA
2021-01-04 07:00:00,74.50,84.25,82.95,45.18,91.68,23.78,20.08,1.85,1.98,3.50,39.90,NA,NA,NA,NA,12.75,99.30,0.28,67.85,0.00,0.00,20.58,995.28,NA
2021-01-04 08:00:00,103.00,106.25,103.72,46.62,109.40,24.72,22.88,1.85,4.43,4.12,46.18,NA,NA,NA,NA,13.85,99.30,0.30,179.12,0.00,0.00,54.58,996.10,NA
2021-01-04 09:00:00,131.25,139.50,124.60,51.47,128.93,27.52,50.65,2.25,7.18,4.75,65.32,NA,NA,NA,NA,15.90,99.30,0.30,145.15,0.00,0.00,230.25,996.53,NA
2021-01-04 10:00:00,181.50,202.75,132.82,56.00,138.07,31.15,81.22,1.38,10.98,5.92,104.42,NA,NA,NA,NA,19.23,85.15,0.28,124.70,0.00,0.00,378.75,995.70,NA
2021-01-04 11:00:00,247.25,272.00,117.20,65.35,130.25,32.80,79.55,0.12,17.77,5.92,149.22,NA,NA,NA,NA,21.28,73.18,0.50,24.17,0.00,0.00,459.90,994.62,NA
2021-01-04 12:00:00,231.00,261.50,73.82,70.82,97.92,30.55,42.68,0.60,29.83,5.32,189.62,NA,NA,NA,NA,22.62,65.43,0.80,33.30,0.00,0.00,402.65,993.75,NA
2021-01-04 13:00:00,113.25,140.75,19.52,63.08,49.42,30.60,81.03,1.05,27.58,4.20,99.22,NA,NA,NA,NA,22.60,64.88,0.28,69.50,0.00,0.00,211.98,992.95,NA
2021-01-04 14:00:00,112.00,150.00,37.75,69.65,67.75,30.75,75.95,3.50,33.47,3.80,101.02,NA,NA,NA,NA,22.85,64.40,0.30,194.60,0.00,0.00,181.65,992.60,NA
2021-01-04 15:00:00,137.00,175.50,47.03,82.38,82.12,29.92,45.00,4.15,22.75,12.28,340.52,NA,NA,NA,NA,21.58,74.32,0.30,222.92,0.00,0.00,53.32,992.42,NA
2021-01-04 16:00:00,185.50,231.00,45.62,61.58,69.90,32.92,26.08,4.80,4.85,11.80,350.25,NA,NA,NA,NA,18.90,96.02,0.35,149.95,0.00,0.00,11.70,992.35,NA
2021-01-04 17:00:00,260.00,301.00,56.72,55.40,75.70,36.48,30.32,5.38,2.25,13.25,364.85,NA,NA,NA,NA,18.90,97.10,0.62,316.12,0.00,0.00,5.55,992.00,NA
2021-01-04 18:00:00,250.50,279.00,61.15,46.55,74.68,36.65,25.38,2.50,3.15,13.65,316.70,NA,NA,NA,NA,18.38,96.45,0.92,277.00,0.00,0.00,4.22,994.25,NA
2021-01-04 19:00:00,200.00,224.00,54.75,42.53,67.22,35.35,20.98,1.02,12.52,8.90,267.90,NA,NA,NA,NA,17.38,94.92,0.95,297.50,0.00,0.00,4.30,994.65,NA
2021-01-04 20:00:00,NA,NA,45.80,42.30,59.80,34.17,19.10,0.88,13.48,7.48,224.35,NA,NA,NA,NA,16.92,95.15,0.90,302.98,0.00,0.00,4.30,995.08,NA
2021-01-04 21:00:00,55.00,NA,37.60,43.05,53.62,34.02,18.08,0.65,18.90,5.92,168.22,NA,NA,NA,NA,16.92,91.72,0.90,306.27,0.00,0.00,4.28,994.60,NA
2021-01-04 22:00:00,44.00,NA,34.85,41.75,50.62,33.28,17.92,0.57,23.42,4.40,113.08,NA,NA,NA,NA,17.08,90.22,1.00,276.82,0.00,0.00,4.20,994.98,NA
2021-01-04 23:00:00,42.50,NA,34.45,40.90,49.88,32.28,17.00,0.70,10.40,3.58,90.35,NA,NA,NA,NA,16.58,96.05,1.58,276.50,0.00,0.00,4.18,995.30,NA
2021-01-05 00:00:00,47.00,NA,35.50,39.08,49.75,31.90,16.10,0.45,15.30,3.62,77.95,NA,NA,NA,NA,16.35,96.22,1.38,208.98,0.00,0.00,4.18,994.62,NA
2021-01-05 01:00:00,42.00,NA,34.92,35.12,47.30,33.38,18.05,1.05,19.60,3.70,62.42,NA,NA,NA,NA,16.40,92.28,0.98,204.60,0.00,0.00,4.20,993.80,NA
2021-01-05 02:00:00,30.00,NA,35.75,36.30,48.45,32.60,13.90,0.95,11.22,3.28,50.40,NA,NA,NA,NA,15.55,96.50,1.60,44.68,0.00,0.00,4.18,993.92,NA
2021-01-05 03:00:00,27.00,NA,39.65,32.78,49.92,28.02,14.45,0.92,3.15,2.60,43.08,NA,NA,NA,NA,15.10,99.20,1.60,44.80,0.00,0.00,4.18,993.20,NA
2021-01-05 04:00:00,27.50,NA,45.47,35.15,55.78,27.40,14.85,1.02,5.95,3.08,48.18,NA,NA,NA,NA,15.68,95.22,1.42,62.40,0.00,0.00,4.20,992.45,NA
2021-01-05 05:00:00,25.00,NA,45.47,37.03,56.75,24.90,16.77,0.95,8.45,2.05,36.70,NA,NA,NA,NA,16.62,82.20,0.98,67.28,0.00,0.00,4.22,992.10,NA
2021-01-05 06:00:00,23.50,NA,43.18,39.50,56.18,24.52,16.92,1.08,8.95,1.95,36.00,NA,NA,NA,NA,16.68,80.70,1.12,54.05,0.00,0.00,4.60,992.25,NA
2021-01-05 07:00:00,40.50,62.00,46.18,41.12,59.48,28.48,28.40,1.33,3.70,1.95,32.80,NA,NA,NA,NA,16.75,84.52,0.92,60.72,0.00,0.00,46.60,993.20,NA
2021-01-05 08:00:00,69.00,84.00,49.65,36.52,59.90,23.83,21.83,1.55,2.58,2.35,34.28,NA,NA,NA,NA,16.90,86.78,1.00,226.62,0.00,0.00,31.78,996.00,NA
2021-01-05 09:00:00,106.50,129.50,55.22,38.72,65.62,26.88,19.32,1.75,2.17,3.80,40.90,NA,NA,NA,NA,17.27,87.22,1.15,101.52,0.00,0.00,74.78,996.32,NA
2021-01-05 10:00:00,116.50,146.00,58.30,40.62,69.18,27.15,20.03,1.55,4.97,4.10,48.58,NA,NA,NA,NA,18.32,84.20,1.28,37.18,0.00,0.00,233.68,996.18,NA
2021-01-05 11:00:00,104.00,137.00,54.48,43.58,67.55,27.98,23.48,1.50,9.90,4.15,47.60,NA,NA,NA,NA,20.05,76.65,1.10,56.78,0.00,0.00,321.95,994.92,NA
2021-01-05 12:00:00,116.00,153.00,52.45,43.55,65.93,28.85,46.10,1.55,23.72,3.85,61.68,NA,NA,NA,NA,21.60,70.35,0.60,43.75,0.00,0.00,272.20,993.92,NA
2021-01-05 13:00:00,141.00,183.50,46.68,47.52,63.35,29.78,36.48,1.78,13.22,4.38,86.85,NA,NA,NA,NA,20.98,75.95,0.80,304.58,0.00,0.00,126.80,993.35,NA
2021-01-05 14:00:00,163.50,192.50,43.10,42.90,57.98,31.90,25.20,1.80,12.23,5.90,73.10,NA,NA,NA,NA,20.88,81.60,0.85,334.40,0.00,0.00,190.05,992.88,NA
2021-01-05 15:00:00,156.50,176.50,39.50,43.22,55.20,31.32,21.62,1.42,13.08,5.92,64.22,NA,NA,NA,NA,20.80,79.90,0.85,265.68,0.00,0.00,158.18,992.22,NA
2021-01-05 16:00:00,111.50,134.50,34.55,42.25,50.68,30.55,18.42,1.35,9.62,5.18,55.78,NA,NA,NA,NA,19.32,86.22,0.85,105.05,0.00,0.00,57.92,991.95,NA
2021-01-05 17:00:00,97.00,117.50,36.58,40.75,51.52,30.10,18.05,1.70,5.20,4.95,60.20,NA,NA,NA,NA,18.23,90.12,0.90,14.92,0.00,0.00,7.88,991.90,NA
2021-01-05 18:00:00,117.00,136.50,43.53,32.85,52.98,30.02,18.65,1.55,1.83,5.40,58.08,NA,NA,NA,NA,17.35,92.95,1.08,134.55,0.00,0.00,4.32,992.53,NA
2021-01-05 19:00:00,138.50,153.50,54.45,32.05,61.35,29.18,17.48,1.88,1.05,6.05,61.45,NA,NA,NA,NA,16.95,93.45,1.35,72.72,0.00,0.00,4.18,992.60,NA
2021-01-05 20:00:00,133.00,159.50,61.40,35.67,69.00,29.72,17.30,1.40,1.52,5.68,58.65,NA,NA,NA,NA,17.23,88.78,1.08,57.32,0.00,0.00,4.18,992.45,NA
2021-01-05 21:00:00,113.50,144.50,69.70,36.72,76.32,29.88,25.00,1.60,5.80,5.32,57.65,NA,NA,NA,NA,16.20,95.15,1.50,112.98,0.00,0.00,4.20,993.00,NA
2021-01-05 22:00:00,128.50,148.50,81.62,36.45,85.90,29.78,90.62,1.52,4.57,5.20,69.70,NA,NA,NA,NA,16.50,93.12,1.35,83.90,0.00,0.00,4.20,993.03,NA
2021-01-05 23:00:00,143.50,174.50,89.00,31.08,89.10,29.55,53.65,1.67,8.88,4.70,66.85,NA,NA,NA,NA,15.15,98.40,1.60,56.28,0.00,0.00,4.20,992.65,NA
2021-01-06 00:00:00,140.00,194.00,106.52,32.38,104.07,29.50,48.02,1.50,54.80,4.55,77.73,NA,NA,NA,NA,15.02,99.20,1.60,56.10,0.00,0.00,4.20,992.35,NA
2021-01-06 01:00:00,133.00,188.50,115.70,30.92,110.70,30.92,46.22,1.85,24.80,4.58,91.42,NA,NA,NA,NA,15.38,99.20,1.60,56.35,0.00,0.00,4.20,992.38,NA
2021-01-06 02:00:00,132.00,183.00,121.70,27.55,114.00,30.90,41.35,1.85,8.45,4.90,87.68,NA,NA,NA,NA,15.65,99.20,1.40,213.28,0.00,0.00,4.15,992.02,NA
2021-01-06 03:00:00,163.50,218.50,127.55,29.48,119.62,28.82,26.20,1.62,3.45,5.00,90.92,NA,NA,NA,NA,15.28,99.20,1.60,258.82,0.00,0.00,4.20,991.90,NA
2021-01-06 04:00:00,209.50,259.50,130.57,30.25,122.48,25.72,21.08,1.60,2.58,5.43,89.88,NA,NA,NA,NA,15.15,99.20,1.48,273.05,0.00,0.00,4.20,991.85,NA
2021-01-06 05:00:00,218.50,260.50,134.85,28.40,124.93,25.62,20.60,1.52,2.30,5.65,82.08,NA,NA,NA,NA,15.08,99.20,1.58,13.20,0.00,0.00,4.18,991.75,NA
2021-01-06 06:00:00,186.00,215.00,131.25,26.60,121.25,25.58,19.40,1.25,1.45,4.97,66.72,NA,NA,NA,NA,15.23,99.20,1.40,175.77,0.00,0.00,4.30,992.45,NA
2021-01-06 07:00:00,150.00,178.00,125.10,26.20,115.90,27.20,19.32,1.60,1.30,5.30,52.78,NA,NA,NA,NA,15.70,99.28,0.85,85.43,0.00,0.00,9.40,993.42,NA
2021-01-06 08:00:00,148.00,175.50,113.58,30.40,108.80,29.48,19.85,1.72,2.88,5.22,49.82,NA,NA,NA,NA,16.25,99.30,1.00,65.45,0.00,0.00,57.90,994.18,NA
2021-01-06 09:00:00,157.00,177.00,106.38,31.48,103.45,30.42,37.83,1.90,11.27,5.42,53.98,NA,NA,NA,NA,17.32,98.28,1.08,133.50,0.00,0.00,165.85,994.85,NA
